"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"366","3366","LA","Fruits","MADROÑA","","All Sizes","","","","Arbutus unedo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"367","3367","Global","Fruits","MELON","Glasshouse - Netted varieties","All Sizes ","","","Restricted from ANY use in Canada or the U.S.","Cucumis melo","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"368","3368","Global","Fruits","MELON","Ogen","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"369","3369","Global","Fruits","NECTARINE","Nectavigne (Red Flesh)","All Sizes","","","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"370","3370","Global","Fruits","ORANGES","Maltaise","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"371","3371","Global","Fruits","ORANGES","Salustiana","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"372","3372","EMEA","Fruits","ORANGES","Navelate (and other late Navel varieties)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"373","3373","Global","Fruits","ORANGES","Navelina (incl. Newhall)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"374","3374","Global","Fruits","ORANGES","Without postharvest treatment","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"375","3375","Global","Fruits","PEACHES","de Vigne & Sanguine (Red Flesh)"," All Sizes ","","","","Prunus persica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"376","3376","Global","Fruits","PEARS","Alexander Lucas","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"377","3377","Global","Fruits","PEARS","Louise Bonne","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"378","3378","Global","Fruits","PEARS","Santa Maria","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"379","3379","Global","Fruits","PINEAPPLE","Mini","All Sizes","","","Sizes for pineapple based on 5-7 count = large size; 8-10 count = small size","Ananas comosus","","Approved","","","Webmaster2015","2025-05-27 14:25:28","2004-10-31 23:00:00","","EN"
"380","3380","Global","Fruits","PINEAPPLE","Perola","All Sizes","","","Sizes for pineapple based on 5-7 count = large size; 8-10 count = small size","Ananas comosus","","Approved","","","Webmaster2015","2025-05-27 14:25:58","2004-10-31 23:00:00","","EN"
"381","3381","LA","Fruits","SOURSOP","","All Sizes","","","","Annona muricata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"382","3382","LA","Fruits","SUGAR APPLE","","All Sizes","","","","Annona squamosa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"383","3383","Global","Fruits","TANGERINES/MANDARINS","Clementine","Small","","","Restricted from ANY use in Canada or the U.S.","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"384","3384","Global","Fruits","TANGERINES/MANDARINS","Clementine","Medium","","","Restricted from ANY use in Canada or the U.S.","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"385","3385","Global","Fruits","TANGERINES/MANDARINS","Clementine","Large","","","Restricted from ANY use in Canada or the U.S.","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"386","3386","Global","Fruits","TANGERINES/MANDARINS","Clementine (With leaves attached)","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"387","3387","Global","Fruits","TANGERINES/MANDARINS","Clementine (Without p/harvest treatment)","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Citrus reticulata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"388","3388","Global","Fruits","TANGERINES/MANDARINS","Satsuma -Clauselina","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"389","3389","Global","Fruits","TANGERINES/MANDARINS","Satsuma","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"390","3390","LA","Vegetables","ARRACACH","","All Sizes ","","","","Arracacia xanthorrhiza","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"391","3391","Global","Vegetables","ARTICHOKES","Rouge Salambo (Red)","All Sizes ","","","","Cynara scolymus","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"392","3392","Global","Vegetables","ASPARAGUS","Green - Bunch","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"393","3393","Global","Vegetables","ASPARAGUS","White - Bunch","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"394","3394","Global","Vegetables","ASPARAGUS","Purple - Bunch","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"395","3395","Global","Vegetables","BELGIAN ENDIVE (WITLOOF CHICORY)","Red","All Sizes","","","","Cichorium intybus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"396","3396","Global","Vegetables","CABBAGE","Savoy, Red","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"397","3397","Global","Vegetables","CABBAGE","Summer Cabbage - Pointed type","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"398","3398","LA","Vegetables","CHICKPEAS","Chickpeas/Garbanzo","All Sizes","","","","Cicer arientinum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"399","3399","Global","Vegetables","GARLIC","Regular - Fresh/Semi-dried with leaves attached","All Sizes","","","","Allium sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"400","3400","Global","Vegetables","GARLIC","Regular - Smoked","All Sizes","","","","Allium sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"401","3401","Global","Vegetables","GARLIC","One-clove types","All Sizes","","","","Allium sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"402","3402","Global","Vegetables","LEEKS","Regular - Bunch","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Allium ampeloprasum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"403","3403","Global","Vegetables","LEEKS","Baby - Bunch","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Allium ampeloprasum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"404","3404","Global","Vegetables","MUSHROOMS","Cep","All Sizes","","","","Bolelus edulis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"405","3405","Global","Vegetables","MUSHROOMS","Fairy Ring Champignon","All Sizes","","","","Marasmius oreades","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"406","3406","Global","Vegetables","MUSHROOMS","Grey - Tricholoma","All Sizes","","","","Tricholoma terreum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"407","3407","Global","Vegetables","MUSHROOMS","Grisette","All Sizes","","","","Amanita vaginata","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"408","3408","Global","Vegetables","MUSHROOMS","Horn of Plenty/Black Trumpet","All Sizes","","","","Agaricus bisporus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"409","3409","Global","Vegetables","MUSHROOMS","Pioppino","All Sizes","","","","Agaricus bisporus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"410","3410","Global","Vegetables","MUSHROOMS","Saffron Milk-Cap","All Sizes","","","","Lactarius deliciosus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"411","3411","Global","Vegetables","MUSHROOMS","Sheep Polypore","All Sizes","","","","Albatrellus ovinus (tbc)","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"412","3412","Global","Vegetables","ONIONS","Yellow/Brown Fresh - Bunch","All Sizes","","","","Allium spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"413","3413","LA","Vegetables","PEPPERS (CAPSICUMS)","Tabasco","All Sizes","","","","Capsicum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"414","3414","Global","Vegetables","POTATO","Baking - White","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"415","3415","Global","Vegetables","POTATO","Baking - Red and Red Eye varieties","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Solanum tuberosum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"416","3416","Global","Vegetables","RHUBARB","Bunch"," All Sizes ","","","Restricted from ANY use in Canada or the U.S.","Rheum x rhabarbarum","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"417","3417","Global","Vegetables","SPINACH","New Zealand Spinach","All Sizes","","","Restricted from ANY use in Canada or the U.S.","Tetragonia tetragonioides","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"418","3418","Global","Vegetables","SQUASH","Zucchini/Courgette - Round","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"419","3419","Global","Herbs","BORAGE","","All Sizes","","","","Borago officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2004-10-31 23:00:00","","EN"
"420","3420","Global","Fruits","PEARS","Belle du Jumet","All Sizes ","","","","Pyrus spp.","Honey Belle","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-01-28 23:00:00","","EN"
"421","3421","Global","Fruits","MELON","Watermelon - Mini Seedless","3-7 LBS","","","","Citrullus lanatus","","Approved","","","Vicki Bonvetti","2023-12-19 19:08:55","2003-08-04 22:00:00","","EN"
"422","3422","Global","Fruits","APRICOTS","InterSpecific","All Sizes","","","A hybrid of apricot and plum varieties exhibiting more apricot-like characteristics.","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-08-04 22:00:00","","EN"
"423","3423","Global","Vegetables","TOMATOES","Heirloom ","All Sizes","","","","Lycopersicon esculenta","Varieties include but are not limited to: Amish Salad, Anna Russian, Aunt Ruby's Yellow Cherry, Big Italian Plum, Black Plum, Black Prince, Black Zebra, Brandywine, Dr. Caroline, Earl of Edgecomb, Eva Purple Ball, Flamme, Green Zebra, Hawaiian Pineapple","Approved","","","Netsetters Admin","2023-12-19 19:08:55","2003-08-04 22:00:00","","EN"
"424","3424","Global","Vegetables","CARROTS","Purple/Red - Beta Sweet","All Sizes","","","","Daucus carota","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-10-15 22:00:00","","EN"
"425","3425","Global","Fruits","TANGERINES/MANDARINS","Ellendale","Small","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"426","3426","Global","Fruits","TANGERINES/MANDARINS","Ellendale","Medium","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"427","3427","Global","Fruits","TANGERINES/MANDARINS","Ellendale","Large","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"428","3428","Global","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Small","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"429","3429","Global","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Medium","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"430","3430","Global","Fruits","TANGERINES/MANDARINS","Honey/Murcott","Large","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"431","3431","Global","Fruits","TANGERINES/MANDARINS","Imperial","Small","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"432","3432","Global","Fruits","TANGERINES/MANDARINS","Imperial","Medium","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"433","3433","Global","Fruits","TANGERINES/MANDARINS","Imperial","Large","","","Restricted from ANY use in Canada or the U.S.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-02 22:00:00","","EN"
"434","3434","Global","Fruits","PEARS","Tosca"," All Sizes ","","","","Pyrus spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:55","2006-05-23 22:00:00","","EN"
"435","3435","Global","Fruits","APPLES","Pinova"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2006-05-23 22:00:00","","EN"
"436","3436","Global","Vegetables","CAULIFLOWER","Orange","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2006-05-23 22:00:00","","EN"
"437","3437","Global","Fruits","NECTARINE","Flat Yellow","All Sizes","","","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2006-05-23 22:00:00","","EN"
"438","3438","Global","Fruits","APPLES","Ambrosia"," All other sizes    ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2006-05-23 22:00:00","","EN"
"439","3439","Global","Fruits","NECTARINE","White Flesh Flat","All Sizes","","","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2007-10-22 22:00:00","","EN"
"440","3440","Global","Fruits","POMEGRANATE","","Large","24 size and larger","Average Fruit Dimensions = 4.25 and larger","","Punica granatum","","Approved","","","Vicki Bonvetti","2023-12-19 19:08:55","2007-10-29 23:00:00","","EN"
"441","3441","Global","Vegetables","SQUASH","Butterkin","All Sizes ","","","","Cucurbita moshata","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-05-14 22:00:00","","EN"
"442","3442","Global","Fruits","APPLES","New York 1","All Sizes ","","","","Malus domestica","SnapDragon","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-09-04 22:00:00","","EN"
"443","3443","Global","Fruits","APPLES","New York 2","All Sizes ","","","","Malus domestica","RubyFrost","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-09-04 22:00:00","","EN"
"444","3444","Global","Fruits","APPLES","Green Dragon","All Sizes ","","","","Malus domestica","Chin Loung","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-09-04 22:00:00","","EN"
"445","3445","Global","Fruits","APPLES","DS 3","All Sizes ","","","","Malus domestica","Pazazz","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-09-04 22:00:00","","EN"
"446","3446","Global","Vegetables","KALE SPROUTS","","All Sizes ","","","","Brassica Oleracea","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-12-01 23:00:00","","EN"
"447","3447","Global","Fruits","APPLES","DS 22","All Sizes ","","","","Malus domestica","Riverbelle","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2014-12-01 23:00:00","","EN"
"448","3448","Global","Fruits","CHERRIES","Tip Top","  All Sizes   ","","","","Prunus avium","Skylar Rae","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2015-01-28 23:00:00","","EN"
"449","3449","Global","Fruits","GRAPES","Sugrathirteen","All Sizes ","","","","Vitis Vinifera I.","MIDNIGHT BEAUTY® brand","Approved","","","Christina D'allarco","2023-12-19 19:08:55","2015-03-26 23:00:00","","EN"
